phewas_string,x,y,p_values,odds_ratios,snps,cluster
Polymyositis,8,0,"[1.54e-05, 0.04822, 0.0007912, 0.01021, 2.656e-05, 0.01041, 6.382e-05]","[2.761, 0.312, 2.189, 1.827, 2.674, 0.467, 2.557]","['B_0801', 'C_0303', 'C_0701', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DRB1_0301']",1
Premature menopause and other ovarian failure,10,4,"[0.00695, 0.005303, 0.01765, 0.0003277, 0.04986]","[1.963, 3.718, 1.859, 3.68, 1.744]","['A_0101', 'A_3001', 'B_0801', 'B_1302', 'C_0602']",1
Primary open angle glaucoma,7,4,"[0.02398, 0.007544, 0.04949, 0.002573, 0.02015]","[0.512, 0.38, 0.781, 0.393, 0.768]","['A_3201', 'B_1402', 'C_0701', 'C_0802', 'DQA1_0501']",1
Primary pulmonary hypertension,6,2,"[0.03526, 0.0465, 0.02517, 0.03538, 0.01894]","[0.345, 1.305, 1.376, 1.563, 2.017]","['B_1302', 'C_0702', 'DPB1_0402', 'DQB1_0604', 'DRB1_0103']",1
Proteinuria,6,1,"[0.04789, 0.01694, 0.03489, 0.01365, 0.001886, 0.006941, 0.03742]","[1.265, 1.283, 0.807, 0.692, 1.553, 1.427, 0.812]","['B_4001', 'C_0304', 'DQB1_0602', 'DQB1_0603', 'DQB1_0604', 'DRB1_1302', 'DRB1_1501']",1
Prurigo and Lichen,10,2,"[0.02544, 0.03858, 0.02803, 0.01276, 0.01004, 0.01516, 0.01831, 0.03548, 0.01278]","[1.713, 0.46, 2.407, 1.829, 0.483, 2.383, 1.841, 0.454, 1.828]","['A_0201', 'DPB1_0301', 'DPB1_0501', 'DQA1_0201', 'DQA1_0301', 'DQA1_0401', 'DQB1_0202', 'DRB1_0401', 'DRB1_0701']",1
Pseudomonal pneumonia,7,6,"[0.02848, 0.01408, 0.04006]","[0.111, 0.239, 1.639]","['B_1402', 'C_0802', 'C_1601']",1
Psoriasis,11,4,"[0.00025, 0.02695, 0.02032, 3.089e-05, 0.04411, 1.092e-05, 0.03662, 0.001093, 0.02415, 0.03547, 3.713e-12, 0.02429, 0.03227, 0.0005974, 0.002454, 0.02429, 0.0009398]","[1.48, 0.534, 0.74, 2.169, 1.413, 2.537, 0.67, 1.704, 1.46, 0.714, 2.201, 0.752, 0.44, 1.472, 1.583, 0.601, 1.453]","['A_0201', 'A_6801', 'B_0702', 'B_1302', 'B_2705', 'B_3701', 'B_4001', 'B_5701', 'C_0202', 'C_0304', 'C_0602', 'C_0702', 'DPB1_0601', 'DQA1_0201', 'DQB1_0303', 'DRB1_0404', 'DRB1_0701']",1
Psoriasis and related disorders,11,4,"[0.0005786, 0.02961, 0.02287, 8.179e-05, 0.03377, 2.68e-05, 0.01987, 0.0006992, 0.01849, 0.01624, 1.427e-11, 0.02528, 0.02431, 0.001013, 0.04631, 0.001223, 0.01437, 0.001556]","[1.433, 0.551, 0.749, 2.076, 1.427, 2.428, 0.64, 1.718, 1.472, 0.681, 2.131, 0.758, 0.422, 1.44, 0.801, 1.613, 0.575, 1.421]","['A_0201', 'A_6801', 'B_0702', 'B_1302', 'B_2705', 'B_3701', 'B_4001', 'B_5701', 'C_0202', 'C_0304', 'C_0602', 'C_0702', 'DPB1_0601', 'DQA1_0201', 'DQA1_0301', 'DQB1_0303', 'DRB1_0404', 'DRB1_0701']",1
Psoriasis vulgaris,11,4,"[0.009633, 0.01389, 1.714e-06, 2.865e-06, 0.0144, 0.001404, 0.0289, 2.391e-13, 0.04442, 0.0009818, 0.005684, 0.008154, 0.001598]","[1.364, 1.983, 2.557, 2.882, 0.565, 1.78, 0.666, 2.503, 0.403, 1.517, 1.603, 0.471, 1.492]","['A_0201', 'A_3001', 'B_1302', 'B_3701', 'B_4001', 'B_5701', 'C_0304', 'C_0602', 'DPB1_0601', 'DQA1_0201', 'DQB1_0303', 'DRB1_0404', 'DRB1_0701']",1
Psoriatic arthropathy,11,4,"[0.000588, 0.005605, 0.01544, 0.005121, 0.01631, 0.01577, 0.04345, 0.002543, 0.01413, 0.008056, 0.01279, 0.001497, 0.004066]","[1.88, 1.997, 2.58, 2.044, 1.845, 0.364, 0.554, 1.81, 1.678, 1.62, 1.815, 1.804, 1.751]","['A_0201', 'B_2705', 'B_3901', 'B_5701', 'C_0202', 'C_0303', 'C_0304', 'C_0602', 'DPB1_0401', 'DQA1_0101', 'DQB1_0303', 'DQB1_0501', 'DRB1_0101']",1
Pulmonary heart disease,7,3,"[0.0319, 0.006327, 0.01579, 0.0247, 0.0292, 0.04807, 0.00463]","[0.737, 1.285, 0.595, 0.714, 1.245, 1.357, 1.287]","['B_1402', 'B_2705', 'B_3801', 'DPB1_1101', 'DQB1_0604', 'DRB1_0103', 'DRB1_1302']",1
Pulmonary insufficiency or respiratory failure following trauma and surgery,7,6,"[0.0254, 0.01382, 0.03647, 0.03682, 0.001994]","[0.619, 1.534, 0.724, 1.289, 1.556]","['B_1302', 'B_3701', 'C_1203', 'C_1601', 'DPB1_1101']",1
Pyelonephritis,7,5,[0.003311],[2.026],['DRB1_0103'],1
Pyogenic arthritis,8,3,"[0.005388, 0.02227, 0.01651, 0.01124, 0.006518, 0.04619, 0.04532, 0.04722, 0.02012]","[1.616, 0.608, 0.417, 1.826, 2.713, 1.728, 2.001, 0.645, 1.756]","['A_0201', 'A_0301', 'A_1101', 'B_5101', 'C_1402', 'DPA1_0202', 'DPB1_1301', 'DQB1_0201', 'DRB1_1302']",1
Radiotherapy,11,4,"[0.01426, 0.0394, 0.02474, 0.0488, 0.03329, 0.009428, 0.02141, 0.04142, 0.02763, 0.004829, 0.002897, 0.03445, 0.04566, 0.01195]","[0.471, 1.424, 0.673, 1.488, 1.347, 0.739, 0.801, 1.203, 1.403, 1.41, 0.728, 0.79, 0.488, 0.646]","['A_2301', 'B_1302', 'B_1801', 'B_3701', 'B_5701', 'C_0401', 'DQA1_0101', 'DQA1_0201', 'DQA1_0401', 'DQB1_0303', 'DQB1_0501', 'DRB1_0101', 'DRB1_1201', 'DRB1_1302']",1
Renal dialysis,7,5,"[0.0308, 0.0287, 0.003777, 0.002247, 0.04074, 0.002176]","[1.213, 0.655, 1.703, 1.326, 1.222, 1.328]","['C_0701', 'C_1203', 'DPB1_1001', 'DQB1_0201', 'DQB1_0302', 'DRB1_0301']",1
Renal failure,7,1,"[0.02462, 0.001719, 0.01716, 0.005485, 0.001824, 0.04489, 0.03646]","[1.081, 1.13, 0.91, 1.329, 1.129, 0.813, 0.921]","['DQA1_0501', 'DQB1_0201', 'DQB1_0602', 'DRB1_0103', 'DRB1_0301', 'DRB1_1401', 'DRB1_1501']",1
Renal osteodystrophy,7,1,"[0.0177, 0.02227, 0.04375, 0.00835, 0.001417, 0.01712, 0.005709]","[1.29, 0.781, 1.224, 1.335, 0.667, 1.301, 0.712]","['A_0301', 'DQA1_0102', 'DQA1_0501', 'DQB1_0201', 'DQB1_0602', 'DRB1_0301', 'DRB1_1501']",1
Respiratory abnormalities,10,2,"[0.02712, 0.03113, 0.001132, 0.002761, 0.03988]","[1.278, 1.17, 1.292, 1.701, 1.162]","['A_2902', 'DQA1_0201', 'DQB1_0202', 'DRB1_0407', 'DRB1_0701']",1
Respiratory failure,11,3,"[0.0183, 0.01043, 0.04876, 0.01403, 0.01024, 0.01092, 0.00827, 0.03038, 0.04006, 0.0225, 0.02101, 0.04205]","[0.737, 1.265, 0.826, 1.228, 0.618, 1.451, 1.246, 1.128, 1.135, 0.833, 1.382, 1.119]","['A_2601', 'A_6801', 'B_1801', 'B_2705', 'B_3801', 'B_3901', 'C_0202', 'DQA1_0201', 'DQB1_0202', 'DQB1_0603', 'DRB1_0407', 'DRB1_0701']",1
"Respiratory failure, insufficiency, arrest",7,6,"[0.009334, 0.02103, 0.02801, 0.009789]","[0.681, 1.337, 1.168, 0.844]","['B_3801', 'B_3901', 'C_0202', 'DQB1_0603']",1
Reticulosarcoma,6,6,"[0.003315, 0.03009, 0.01322]","[2.175, 1.438, 1.535]","['DPB1_1101', 'DQB1_0501', 'DRB1_0101']",1
Retinal detachments and defects,6,4,"[0.01819, 0.00286, 0.03193, 0.03556, 0.02102]","[1.452, 0.648, 0.704, 1.706, 0.688]","['A_2402', 'DQA1_0102', 'DQB1_0602', 'DRB1_0801', 'DRB1_1501']",1
Rheumatoid arthritis,10,0,"[0.001042, 0.03925, 0.009399, 0.0005041, 0.007574, 0.03572, 0.002788, 0.04986, 0.027, 0.03148, 0.007622, 0.004789, 0.009924, 0.01523, 0.02268, 0.001131, 0.005957, 0.03654, 5.92e-06, 4.016e-07, 0.001425, 4.006e-07, 5.607e-17, 0.005474, 4.939e-05, 0.004114, 2.475e-10, 1.639e-09, 0.01185, 0.001161, 0.0001724, 0.007126, 1.365e-10, 0.04669, 2.144e-25, 0.02017, 4.116e-07, 0.01269, 0.004101, 0.0002415, 0.0003411, 0.001598]","[0.78, 0.857, 1.206, 1.341, 0.695, 0.749, 1.266, 0.76, 0.744, 0.754, 0.831, 0.809, 1.203, 0.82, 1.369, 0.529, 0.523, 0.574, 1.359, 0.702, 0.703, 0.66, 1.7, 0.834, 0.688, 1.206, 1.56, 1.521, 0.65, 0.779, 0.652, 0.668, 1.591, 0.608, 2.018, 1.264, 0.66, 0.747, 0.553, 0.644, 0.61, 0.788]","['A_0301', 'B_0702', 'B_0801', 'B_1501', 'B_1801', 'B_5701', 'C_0304', 'C_0802', 'C_1203', 'C_1601', 'DPA1_0103', 'DPA1_0201', 'DPB1_0201', 'DPB1_0301', 'DPB1_0601', 'DPB1_1101', 'DPB1_1301', 'DPB1_1701', 'DQA1_0101', 'DQA1_0102', 'DQA1_0103', 'DQA1_0201', 'DQA1_0301', 'DQA1_0501', 'DQB1_0202', 'DQB1_0301', 'DQB1_0302', 'DQB1_0501', 'DQB1_0503', 'DQB1_0602', 'DQB1_0603', 'DQB1_0604', 'DRB1_0101', 'DRB1_0103', 'DRB1_0401', 'DRB1_0404', 'DRB1_0701', 'DRB1_1101', 'DRB1_1104', 'DRB1_1301', 'DRB1_1302', 'DRB1_1501']",1
Rheumatoid arthritis and other inflammatory polyarthropathies,10,0,"[0.006642, 0.01641, 0.01154, 0.01867, 0.01636, 0.006506, 0.03147, 0.02364, 0.04282, 0.002793, 0.005394, 0.01286, 0.004418, 0.049, 3.611e-08, 3.151e-06, 0.008775, 5.837e-08, 1.386e-11, 0.02296, 3.283e-06, 0.01182, 3.844e-07, 0.03111, 4.617e-12, 0.04878, 0.004878, 0.001151, 0.003485, 7.44e-14, 0.03542, 2.391e-19, 8.474e-08, 0.01083, 0.02982, 0.003845, 0.0001427, 0.003937]","[0.836, 1.167, 1.215, 1.254, 0.746, 1.213, 0.767, 0.77, 0.884, 1.209, 0.817, 1.355, 0.633, 0.648, 1.39, 0.753, 0.781, 0.677, 1.463, 0.877, 0.684, 1.158, 1.381, 0.799, 1.532, 0.756, 0.828, 0.73, 0.681, 1.615, 0.629, 1.732, 0.68, 0.772, 0.701, 0.748, 0.633, 0.826]","['A_0301', 'B_0801', 'B_1501', 'B_2705', 'B_5701', 'C_0304', 'C_0802', 'C_1601', 'DPA1_0103', 'DPB1_0201', 'DPB1_0301', 'DPB1_0601', 'DPB1_1101', 'DPB1_1701', 'DQA1_0101', 'DQA1_0102', 'DQA1_0103', 'DQA1_0201', 'DQA1_0301', 'DQA1_0501', 'DQB1_0202', 'DQB1_0301', 'DQB1_0302', 'DQB1_0303', 'DQB1_0501', 'DQB1_0503', 'DQB1_0602', 'DQB1_0603', 'DQB1_0604', 'DRB1_0101', 'DRB1_0103', 'DRB1_0401', 'DRB1_0701', 'DRB1_1101', 'DRB1_1104', 'DRB1_1301', 'DRB1_1302', 'DRB1_1501']",1
Rupture of synovium,7,3,"[0.02354, 0.04596, 0.03399, 0.04473, 0.01631]","[2.574, 1.926, 2.311, 2.433, 2.581]","['B_5701', 'DPB1_0402', 'DQB1_0303', 'DQB1_0604', 'DRB1_1302']",1
"Rupture of tendon, nontraumatic",7,6,"[0.03549, 0.01744, 0.01325, 0.02687]","[0.535, 1.488, 0.516, 1.535]","['A_2902', 'B_4001', 'B_4403', 'C_0202']",1
Sarcoidosis,8,1,"[0.0009722, 0.026, 0.02514, 0.002063, 0.01143, 0.01435, 0.03585, 0.04884, 0.008091, 0.003156, 0.01673, 0.03161]","[1.528, 1.362, 0.56, 2.064, 0.61, 1.415, 0.696, 0.739, 1.395, 0.591, 0.639, 1.477]","['A_0101', 'B_0801', 'B_3501', 'B_5501', 'C_0401', 'DPB1_0301', 'DPB1_0402', 'DQA1_0101', 'DQA1_0501', 'DQB1_0501', 'DRB1_0101', 'DRB1_1101']",1
Secondary hypothyroidism,9,3,"[0.02079, 0.02734, 0.0268, 0.006753, 0.0115, 0.02583, 0.001769, 0.009212, 0.007672, 0.04324]","[1.599, 0.75, 0.608, 0.716, 0.581, 0.832, 1.248, 1.228, 1.235, 0.756]","['B_1401', 'B_4403', 'B_5501', 'C_0303', 'DPB1_1101', 'DQA1_0101', 'DQA1_0501', 'DQB1_0201', 'DRB1_0301', 'DRB1_1302']",1
Senile cataract,7,4,"[0.03976, 0.03694, 0.04197, 0.01229]","[0.791, 0.842, 0.82, 0.881]","['B_1402', 'B_4403', 'C_0802', 'DQB1_0301']",1
Senile osteoporosis,8,5,"[0.04663, 0.01222, 0.02002, 0.01628, 0.01864, 0.04786, 0.006459]","[0.623, 0.647, 0.715, 1.577, 1.214, 1.181, 1.29]","['B_1302', 'B_1801', 'B_3501', 'C_0704', 'DQA1_0301', 'DQB1_0301', 'DRB1_0401']",1
Sensorineural hearing loss,11,1,"[0.01897, 0.02626, 0.04681, 0.04148]","[0.745, 1.24, 1.131, 1.134]","['A_6801', 'B_5701', 'DQA1_0201', 'DRB1_0701']",1
Sicca syndrome,8,0,"[0.004748, 0.0006823, 1.455e-06, 0.008442, 0.007613, 0.04025, 2.592e-06, 0.01226, 0.001798, 9.703e-05, 2.595e-08, 0.01422, 0.03126, 5.039e-08, 0.03221]","[1.601, 2.552, 2.245, 1.895, 0.149, 0.51, 2.165, 1.555, 0.492, 1.904, 2.509, 0.56, 0.581, 2.465, 0.409]","['A_0101', 'A_2501', 'B_0801', 'B_1801', 'B_2705', 'C_0303', 'C_0701', 'DPB1_0201', 'DQA1_0101', 'DQA1_0501', 'DQB1_0201', 'DQB1_0501', 'DRB1_0101', 'DRB1_0301', 'DRB1_0404']",1
Simple and unspecified goiter,10,3,"[0.003079, 0.01663, 0.02367, 0.0034, 0.02582, 0.03278]","[1.891, 1.845, 1.981, 1.68, 1.43, 0.515]","['A_6801', 'B_1302', 'B_3503', 'B_4001', 'DQB1_0202', 'DQB1_0303']",1
Sleep related movement disorders,8,2,"[0.04674, 9.166e-05, 0.02215, 0.02349, 0.04312, 0.0421, 0.03753, 0.005775, 0.03659, 0.00481, 0.004674]","[1.299, 0.601, 1.987, 1.371, 0.681, 0.692, 1.317, 1.455, 1.33, 1.467, 0.599]","['A_0101', 'A_0201', 'A_3001', 'B_0801', 'C_0401', 'C_0501', 'C_0701', 'DQB1_0201', 'DQB1_0602', 'DRB1_0301', 'DRB1_0401']",1
Solitary pulmonary nodule,6,3,"[0.01773, 0.034, 0.007507, 0.03161]","[1.941, 0.522, 2.161, 1.577]","['B_1801', 'B_4402', 'DQB1_0604', 'DRB1_0401']",1
Spontaneous ecchymoses,8,6,"[0.009696, 0.03031, 0.0232]","[2.225, 2.405, 2.676]","['B_1501', 'DQA1_0401', 'DRB1_0801']",1
Stiffness of joint,8,6,"[0.04651, 0.007141, 0.02046, 0.01107, 0.002632]","[1.486, 0.723, 1.6, 1.935, 1.861]","['DQA1_0401', 'DQB1_0301', 'DQB1_0402', 'DRB1_0103', 'DRB1_0801']",1
Strabismus and other disorders of binocular eye movements,7,4,[0.03757],[1.507],['DQB1_0503'],1
Stress fracture,12,1,"[0.02285, 0.03085, 0.04492, 0.02346, 0.04581, 0.03339, 0.02355, 0.01383]","[2.166, 2.61, 0.452, 2.081, 0.482, 0.325, 2.08, 0.228]","['C_0401', 'DPA1_0202', 'DQA1_0102', 'DQA1_0201', 'DQA1_0501', 'DQB1_0602', 'DRB1_0701', 'DRB1_1501']",1
Stricture and stenosis of esophagus,11,2,"[0.03705, 0.0377, 0.04831, 0.01741, 0.0308, 0.04545, 0.01509, 0.02377, 0.04583, 0.03664, 0.02159]","[1.388, 1.477, 0.756, 1.489, 1.508, 1.456, 1.362, 0.698, 1.412, 1.833, 1.34]","['A_1101', 'A_2902', 'B_0702', 'B_4403', 'B_5701', 'C_1601', 'DQA1_0201', 'DQB1_0302', 'DQB1_0303', 'DRB1_0407', 'DRB1_0701']",1
Stricture of artery,10,4,"[0.0004368, 0.01372, 0.0008948, 0.02069]","[3.562, 3.178, 2.389, 0.371]","['B_1302', 'B_3503', 'C_0602', 'DPB1_0402']",1
Superficial keratitis,6,2,"[0.01392, 0.02098, 0.03725, 0.0149, 0.008715, 0.01788, 0.04742]","[0.276, 2.462, 0.401, 0.172, 2.232, 0.243, 0.306]","['B_0702', 'B_1801', 'C_0702', 'DPB1_0301', 'DPB1_0402', 'DQB1_0501', 'DRB1_0101']",1
Symptomatic artificial menopause,7,5,"[0.03352, 0.03283]","[1.711, 2.206]","['C_0102', 'DQB1_0502']",1
Symptoms involving female genital tract,7,3,"[0.03402, 0.01762, 0.03678, 0.04454, 0.02486]","[0.485, 2.253, 0.49, 1.935, 2.619]","['DQB1_0201', 'DQB1_0604', 'DRB1_0301', 'DRB1_1302', 'DRB1_1401']",1
Symptoms involving respiratory system and other chest symptoms,7,6,"[0.03016, 0.01906, 0.03494]","[1.291, 1.39, 1.397]","['B_5101', 'DQA1_0401', 'DRB1_0801']",1
Synovitis and tenosynovitis,6,5,"[0.01089, 0.009074, 0.01298, 0.003001, 0.038, 0.01461, 0.01415]","[0.511, 1.406, 1.51, 0.751, 0.81, 0.57, 0.47]","['A_2501', 'C_0202', 'DPB1_0601', 'DQA1_0101', 'DQB1_0501', 'DQB1_0503', 'DRB1_1401']",1
Systemic inflammatory response syndrome (SIRS),6,5,"[0.01621, 0.0186, 0.04146, 0.006816, 0.03016, 0.02983, 0.01806, 0.001894, 0.04117]","[0.586, 0.406, 1.276, 0.256, 1.608, 0.623, 0.304, 2.244, 0.629]","['DQA1_0103', 'DQA1_0401', 'DQB1_0301', 'DQB1_0402', 'DQB1_0503', 'DQB1_0603', 'DRB1_0801', 'DRB1_1201', 'DRB1_1301']",1
Systemic lupus erythematosus,8,1,"[0.0008042, 0.008327, 0.03898, 8.512e-05, 0.03994, 0.0008051, 0.01535, 0.001801, 0.01444, 0.02662, 1.995e-06, 0.006112, 0.004374, 1.183e-06, 0.01518, 0.002855]","[1.407, 0.769, 1.712, 1.522, 1.528, 1.409, 0.334, 1.367, 0.643, 1.246, 1.64, 0.738, 1.358, 1.658, 0.726, 1.373]","['A_0101', 'A_0201', 'A_3001', 'B_0801', 'B_1302', 'C_0701', 'C_0704', 'DQA1_0102', 'DQA1_0103', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DQB1_0602', 'DRB1_0301', 'DRB1_0401', 'DRB1_1501']",1
Testicular dysfunction,6,1,"[0.03822, 0.04474, 0.04412, 0.02794, 0.02119, 0.03738, 0.01362, 0.04077]","[0.765, 1.255, 0.776, 0.429, 0.741, 0.749, 1.568, 1.415]","['B_0702', 'C_0701', 'C_0702', 'DPB1_0601', 'DQA1_0101', 'DQB1_0501', 'DQB1_0604', 'DRB1_1302']",1
Testicular hypofunction,6,1,"[0.04414, 0.04553, 0.03666, 0.009725, 0.02433, 0.04006, 0.01819, 0.04869]","[0.769, 1.256, 0.573, 0.31, 0.744, 0.75, 1.547, 1.402]","['B_0702', 'C_0701', 'C_0802', 'DPB1_0601', 'DQA1_0101', 'DQB1_0501', 'DQB1_0604', 'DRB1_1302']",1
Throat pain,6,0,"[0.03402, 0.02426, 0.006079, 0.03811, 0.03824, 0.0257]","[1.619, 1.642, 0.491, 1.608, 0.546, 1.696]","['B_0801', 'DQA1_0101', 'DQA1_0102', 'DQB1_0501', 'DQB1_0602', 'DRB1_0101']",1
Thyroiditis,8,1,"[0.02706, 0.01035, 0.0132, 0.03653, 0.03835, 0.01988, 0.04661]","[1.409, 1.52, 1.468, 2.061, 1.366, 0.307, 0.486]","['A_0101', 'B_0801', 'C_0701', 'DPB1_1401', 'DQA1_0501', 'DQB1_0604', 'DRB1_1302']",1
Thyrotoxicosis with or without goiter,11,1,"[0.0002002, 0.009107, 0.02112, 0.01444, 0.0346, 0.04171, 0.03407, 2.313e-05, 2.419e-05, 8.96e-06, 0.03406]","[2.136, 0.609, 0.736, 0.584, 1.328, 1.648, 0.782, 1.486, 1.528, 1.561, 0.782]","['B_3503', 'B_4403', 'C_0501', 'C_1601', 'DPB1_0101', 'DPB1_1701', 'DQA1_0201', 'DQA1_0501', 'DQB1_0201', 'DRB1_0301', 'DRB1_0701']",1
Torsion dystonia,8,4,"[0.0274, 0.0207, 0.01904, 0.01392, 0.03, 0.0323]","[0.425, 2.472, 1.574, 1.528, 0.658, 1.488]","['B_3501', 'B_4002', 'C_0602', 'C_0701', 'DQB1_0301', 'DQB1_0302']",1
Toxic effect of venom,6,2,"[0.04452, 0.04341, 0.01131]","[2.297, 1.962, 2.226]","['C_0202', 'C_0401', 'DPB1_0402']",1
Transient cerebral ischemia,8,4,"[0.00141, 0.03749, 0.01549]","[1.791, 1.384, 1.438]","['B_4002', 'C_0704', 'DPB1_1001']",1
Traumatic arthropathy,6,3,"[0.005945, 0.0353, 0.04855, 0.04323, 0.001032, 0.01346]","[2.393, 2.122, 1.594, 0.468, 2.833, 2.189]","['B_1801', 'DPA1_0202', 'DQA1_0102', 'DQB1_0302', 'DQB1_0604', 'DRB1_1302']",1
Trigeminal nerve disorders [CN5],8,6,"[0.004387, 1.7e-05, 0.01389, 0.04094, 0.002167, 0.004384, 0.00617]","[0.532, 2.707, 0.531, 1.433, 2.211, 0.532, 2.165]","['DQA1_0201', 'DQA1_0401', 'DQB1_0202', 'DQB1_0302', 'DQB1_0402', 'DRB1_0701', 'DRB1_0801']",1
Type 1 diabetes,9,0,"[0.003617, 0.0006192, 0.006489, 0.02126, 5.083e-06, 1.534e-11, 0.004975, 0.007916, 9.89e-08, 4.25e-05, 0.02828, 0.02289, 0.04374, 4.541e-08, 0.0125, 0.003777, 1.358e-07, 0.0001089, 0.03986, 0.013, 8.053e-07, 0.03814, 7.499e-05, 1.309e-17, 1.911e-06, 1.333e-05, 2.319e-31, 7.543e-10, 2.478e-29, 0.001685, 1.946e-11, 4.6129999999999996e-54, 0.00375, 0.02118, 0.002411, 6.077e-17, 1.529e-05, 0.01522, 2.162e-29, 1.1820000000000002e-26, 7.323e-05, 1.274e-05, 0.000232, 0.005568, 2.157e-05, 0.0048, 8.188e-17]","[1.333, 0.526, 0.353, 0.262, 0.559, 1.95, 0.341, 0.426, 1.868, 1.792, 1.338, 0.739, 0.628, 1.815, 0.705, 0.657, 1.665, 0.63, 0.623, 1.313, 0.481, 1.499, 0.615, 0.327, 0.335, 0.563, 3.178, 1.803, 2.934, 0.634, 0.44, 4.42, 0.691, 0.099, 0.337, 0.205, 0.394, 0.72, 2.938, 2.816, 1.713, 0.562, 0.445, 0.318, 0.377, 0.194, 0.225]","['A_0101', 'A_1101', 'A_2501', 'A_3001', 'B_0702', 'B_0801', 'B_1302', 'B_1402', 'B_1501', 'B_1801', 'B_4001', 'B_4402', 'B_5701', 'C_0304', 'C_0401', 'C_0602', 'C_0701', 'C_0702', 'C_0802', 'DPB1_0301', 'DPB1_0402', 'DPB1_0601', 'DQA1_0101', 'DQA1_0102', 'DQA1_0103', 'DQA1_0201', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0202', 'DQB1_0301', 'DQB1_0302', 'DQB1_0501', 'DQB1_0502', 'DQB1_0503', 'DQB1_0602', 'DQB1_0603', 'DRB1_0101', 'DRB1_0301', 'DRB1_0401', 'DRB1_0404', 'DRB1_0701', 'DRB1_1101', 'DRB1_1104', 'DRB1_1301', 'DRB1_1401', 'DRB1_1501']",1
Type 1 diabetes with ketoacidosis,9,0,"[0.01517, 0.008698, 0.0001095, 3.343e-05, 0.001489, 6.749e-07, 0.02935, 0.01737, 0.000133, 0.04204, 0.005887, 1.33e-05, 0.01478, 0.00223, 1.018e-11, 0.004279, 1.334e-08, 0.03927, 0.0003435, 9.957e-18, 0.01564, 9.842e-09, 6.87e-14, 0.002209, 0.03125, 0.01963]","[0.087, 0.427, 2.352, 2.744, 2.269, 3.07, 0.422, 0.364, 2.302, 0.56, 0.337, 0.215, 0.086, 0.32, 5.733, 1.874, 3.465, 0.464, 0.327, 7.093, 0.088, 3.505, 5.276, 0.32, 0.214, 0.096]","['A_1101', 'B_0702', 'B_0801', 'B_1501', 'B_4001', 'C_0304', 'C_0401', 'C_0602', 'C_0701', 'C_0702', 'DPB1_0402', 'DQA1_0102', 'DQA1_0103', 'DQA1_0201', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0202', 'DQB1_0301', 'DQB1_0302', 'DQB1_0603', 'DRB1_0301', 'DRB1_0401', 'DRB1_0701', 'DRB1_1101', 'DRB1_1301']",1
Type 1 diabetes with neurological manifestations,9,0,"[0.02086, 0.003684, 0.02948, 7.676e-06, 7.713e-05, 0.003531, 8.216e-05, 0.04888, 1.219e-08, 0.04787, 5.659e-05, 0.002669, 3.02e-14, 0.04513, 0.04969, 0.04487, 1.649e-05, 7.064e-10]","[0.098, 0.336, 1.714, 3.103, 2.661, 0.354, 0.246, 0.313, 4.373, 1.591, 2.585, 0.387, 6.257, 0.133, 0.314, 2.047, 2.757, 4.271]","['A_1101', 'B_0702', 'B_0801', 'B_1501', 'C_0304', 'C_0702', 'DQA1_0102', 'DQA1_0103', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0303', 'DQB1_0603', 'DQB1_0604', 'DRB1_0301', 'DRB1_0401']",1
Type 1 diabetes with ophthalmic manifestations,9,0,"[0.03765, 0.005992, 0.01061, 0.0001726, 0.0003883, 0.03204, 0.005618, 0.02591, 0.0197, 1.036e-05, 0.02128, 0.009049, 1.467e-09, 0.0154, 4.562e-07, 0.0001052, 2.707e-16, 0.001174, 0.02168, 3.702e-07, 2.495e-08, 0.0159, 0.008982, 0.03481, 0.02858, 0.001014]","[0.294, 0.376, 1.853, 2.639, 2.414, 1.655, 0.39, 0.595, 2.96, 0.153, 0.098, 0.376, 4.864, 1.756, 3.218, 0.234, 7.326, 0.038, 0.099, 3.248, 3.642, 2.092, 0.376, 0.119, 0.11, 0.037]","['A_1101', 'B_0702', 'B_0801', 'B_1501', 'C_0304', 'C_0701', 'C_0702', 'DPB1_0401', 'DPB1_1401', 'DQA1_0102', 'DQA1_0103', 'DQA1_0201', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0602', 'DQB1_0603', 'DRB1_0301', 'DRB1_0401', 'DRB1_0404', 'DRB1_0701', 'DRB1_1101', 'DRB1_1301', 'DRB1_1501']",1
